Iteration: 0 | Loss: 6.4453125 | Current Suffix: サーティワン country country country country country
Iteration: 1 | Loss: 7.59375 | Current Suffix: サーティワン country country isol country country
Iteration: 2 | Loss: 7.66796875 | Current Suffix: サーティワン country country Terran country country
Iteration: 3 | Loss: 7.90625 | Current Suffix: Donetsk country country Terran country country
Iteration: 4 | Loss: 7.93359375 | Current Suffix: Donetsk Kiev country Terran country country
Iteration: 5 | Loss: 8.71875 | Current Suffix: Donetsk Kiev country Terran countryatican
Iteration: 6 | Loss: 8.734375 | Current Suffix: united Kiev country Terran countryatican
Iteration: 7 | Loss: 8.15625 | Current Suffix: conv Kiev country Terran countryatican
Iteration: 8 | Loss: 7.8125 | Current Suffix: conv Kiev country Martian countryatican
Iteration: 9 | Loss: 8.890625 | Current Suffix: Crimean Kiev country Martian countryatican
Iteration: 10 | Loss: 8.5234375 | Current Suffix: Origins Kiev country Martian countryatican
Iteration: 11 | Loss: 9.375 | Current Suffix: Eid Kiev country Martian countryatican
Iteration: 12 | Loss: 8.046875 | Current Suffix: Sau Kiev country Martian countryatican
Iteration: 13 | Loss: 9.375 | Current Suffix: Eid Kiev country Martian countryatican
Iteration: 14 | Loss: 9.421875 | Current Suffix: Morocco Kiev country Martian countryatican
Iteration: 15 | Loss: 8.3046875 | Current Suffix: Shard Kiev country Martian countryatican
Iteration: 16 | Loss: 8.5078125 | Current Suffix: Sand Kiev country Martian countryatican
Iteration: 17 | Loss: 9.0546875 | Current Suffix: Georgian Kiev country Martian countryatican
Iteration: 18 | Loss: 8.046875 | Current Suffix: Vine Kiev country Martian countryatican
Iteration: 19 | Loss: 8.0546875 | Current Suffix:cong Kiev country Martian countryatican
Iteration: 20 | Loss: 9.1015625 | Current Suffix: Janeiro Kiev country Martian countryatican
Iteration: 21 | Loss: 9.234375 | Current Suffix: Urug Kiev country Martian countryatican
Iteration: 0 | Loss: 15.8046875 | Current Suffix:!!!!!!!!!!wcsstore
Iteration: 1 | Loss: 24.5625 | Current Suffix: Suffolk!!wcsstore
Iteration: 2 | Loss: 21.921875 | Current Suffix: USC!!wcsstore
Iteration: 3 | Loss: 22.546875 | Current Suffix: jerseys!!wcsstore
Iteration: 4 | Loss: 25.203125 | Current Suffix: jerseys USAwcsstore
Iteration: 5 | Loss: 23.484375 | Current Suffix: LF USAwcsstore
Iteration: 6 | Loss: 23.84375 | Current Suffix: Lori USAwcsstore
Iteration: 7 | Loss: 21.546875 | Current Suffix:115 USAwcsstore
Iteration: 8 | Loss: 22.796875 | Current Suffix: BW USAwcsstore
Iteration: 9 | Loss: 21.640625 | Current Suffix: Bolivia USAwcsstore
Iteration: 10 | Loss: 22.375 | Current Suffix:Particip USAwcsstore
Iteration: 11 | Loss: 23.828125 | Current Suffix: Somers USAwcsstore
Iteration: 12 | Loss: 24.71875 | Current Suffix: cig USAwcsstore
Iteration: 13 | Loss: 22.515625 | Current Suffix:======== USAwcsstore
Iteration: 14 | Loss: 22.0 | Current Suffix: Oliv USAwcsstore
Iteration: 15 | Loss: 21.359375 | Current Suffix: Nath USAwcsstore
Iteration: 16 | Loss: 21.421875 | Current Suffix: Brittany USAwcsstore
Iteration: 17 | Loss: 22.8125 | Current Suffix: JC USAwcsstore
Iteration: 18 | Loss: 23.328125 | Current Suffix:Jake USAwcsstore
Iteration: 19 | Loss: 21.609375 | Current Suffix: :( USAwcsstore
Iteration: 20 | Loss: 20.875 | Current Suffix: Joyce USAwcsstore
Iteration: 21 | Loss: 22.8125 | Current Suffix: Iv USAwcsstore
Iteration: 22 | Loss: 20.609375 | Current Suffix:UTC USAwcsstore
Iteration: 23 | Loss: 25.03125 | Current Suffix:occ USAwcsstore
Iteration: 24 | Loss: 23.203125 | Current Suffix: Mald USAwcsstore
Iteration: 25 | Loss: 23.703125 | Current Suffix:Issue USAwcsstore
Iteration: 26 | Loss: 23.984375 | Current Suffix: HRC USAwcsstore
Iteration: 27 | Loss: 21.84375 | Current Suffix: 117 USAwcsstore
Iteration: 28 | Loss: 21.328125 | Current Suffix: 87 USAwcsstore
Iteration: 29 | Loss: 23.8125 | Current Suffix: Prepar USAwcsstore
Iteration: 30 | Loss: 23.71875 | Current Suffix:ili USAwcsstore
Iteration: 31 | Loss: 23.71875 | Current Suffix: Cain USAwcsstore
Iteration: 32 | Loss: 25.375 | Current Suffix: Flowers USAwcsstore
Iteration: 33 | Loss: 24.109375 | Current Suffix: Wyatt USAwcsstore
Iteration: 34 | Loss: 22.296875 | Current Suffix: Mandela USAwcsstore
Iteration: 35 | Loss: 22.984375 | Current Suffix: org USAwcsstore
Iteration: 36 | Loss: 22.953125 | Current Suffix:ivia USAwcsstore
Iteration: 37 | Loss: 22.640625 | Current Suffix:aine USAwcsstore
Iteration: 38 | Loss: 20.609375 | Current Suffix: Courage USAwcsstore
Iteration: 39 | Loss: 23.65625 | Current Suffix: Fiorina USAwcsstore
Iteration: 40 | Loss: 24.390625 | Current Suffix:agus USAwcsstore
Iteration: 41 | Loss: 22.640625 | Current Suffix:aine USAwcsstore
Iteration: 42 | Loss: 21.609375 | Current Suffix: :( USAwcsstore
Iteration: 43 | Loss: 22.296875 | Current Suffix: Mandela USAwcsstore
Iteration: 44 | Loss: 22.984375 | Current Suffix: org USAwcsstore
Iteration: 45 | Loss: 22.953125 | Current Suffix:ivia USAwcsstore
Iteration: 46 | Loss: 22.46875 | Current Suffix: Abel USAwcsstore
Iteration: 47 | Loss: 21.8125 | Current Suffix: Gael USAwcsstore
Iteration: 48 | Loss: 24.0 | Current Suffix: Goo USAwcsstore
Iteration: 49 | Loss: 21.421875 | Current Suffix: Brittany USAwcsstore
Iteration: 50 | Loss: 22.84375 | Current Suffix: PJ USAwcsstore
Iteration: 51 | Loss: 23.09375 | Current Suffix:gif USAwcsstore
Iteration: 52 | Loss: 21.765625 | Current Suffix: Gut USAwcsstore
Iteration: 53 | Loss: 22.0 | Current Suffix: Oliv USAwcsstore
Iteration: 54 | Loss: 21.359375 | Current Suffix: Nath USAwcsstore
Iteration: 55 | Loss: 21.421875 | Current Suffix: Brittany USAwcsstore
Iteration: 0 | Loss: 10.765625 | Current Suffix:!!!!!!!!!!wcsstore
Iteration: 1 | Loss: 10.7265625 | Current Suffix:Orderable!!wcsstore
Iteration: 2 | Loss: 10.71875 | Current Suffix: Sims!!wcsstore
Iteration: 3 | Loss: 10.7578125 | Current Suffix: Sims!!;;;;;;;;;;;;
Iteration: 4 | Loss: 10.734375 | Current Suffix:alysed!!;;;;;;;;;;;;
Iteration: 5 | Loss: 10.734375 | Current Suffix: sshd!!;;;;;;;;;;;;
Iteration: 6 | Loss: 10.7265625 | Current Suffix: sshdalysed;;;;;;;;;;;;
Iteration: 7 | Loss: 10.734375 | Current Suffix:GAMEalysed;;;;;;;;;;;;
Iteration: 8 | Loss: 10.6953125 | Current Suffix:GAMEalysed('
Iteration: 9 | Loss: 10.7265625 | Current Suffix:GAME Centauri('
Iteration: 10 | Loss: 10.7421875 | Current Suffix:GAME Centauri'';
Iteration: 11 | Loss: 10.6015625 | Current Suffix:GAME Centauri Weir
Iteration: 12 | Loss: 10.6015625 | Current Suffix:ucket Centauri Weir
Iteration: 13 | Loss: 10.6328125 | Current Suffix: ROM Centauri Weir
Iteration: 14 | Loss: 10.609375 | Current Suffix: Paradise Centauri Weir
Iteration: 15 | Loss: 10.65625 | Current Suffix: CU Centauri Weir
Iteration: 16 | Loss: 10.640625 | Current Suffix:abies Centauri Weir
Iteration: 17 | Loss: 10.6015625 | Current Suffix:Base Centauri Weir
Iteration: 18 | Loss: 10.6171875 | Current Suffix: Strawberry Centauri Weir
Iteration: 19 | Loss: 10.59375 | Current Suffix:rich Centauri Weir
Iteration: 20 | Loss: 10.6484375 | Current Suffix: Kl Centauri Weir
Iteration: 21 | Loss: 10.6015625 | Current Suffix: outdoors Centauri Weir
Iteration: 22 | Loss: 10.625 | Current Suffix:friends Centauri Weir
Iteration: 23 | Loss: 10.6015625 | Current Suffix: Gardner Centauri Weir
Iteration: 24 | Loss: 10.7109375 | Current Suffix: Fitness Centauri Weir
Iteration: 25 | Loss: 10.65625 | Current Suffix:RAL Centauri Weir
Iteration: 26 | Loss: 10.5625 | Current Suffix:Land Centauri Weir
Iteration: 27 | Loss: 10.640625 | Current Suffix: drought Centauri Weir
Iteration: 28 | Loss: 10.625 | Current Suffix: Malone Centauri Weir
Iteration: 29 | Loss: 10.609375 | Current Suffix: Bog Centauri Weir
Iteration: 30 | Loss: 10.6484375 | Current Suffix: Rhodes Centauri Weir
Iteration: 31 | Loss: 10.59375 | Current Suffix:ULTS Centauri Weir
Iteration: 32 | Loss: 10.6171875 | Current Suffix: Roses Centauri Weir
Iteration: 33 | Loss: 10.6796875 | Current Suffix:olester Centauri Weir
Iteration: 34 | Loss: 10.6328125 | Current Suffix: Cavern Centauri Weir
Iteration: 35 | Loss: 10.640625 | Current Suffix: drought Centauri Weir
Iteration: 36 | Loss: 10.6171875 | Current Suffix:662 Centauri Weir
Iteration: 37 | Loss: 10.5859375 | Current Suffix:addy Centauri Weir
Iteration: 38 | Loss: 10.6640625 | Current Suffix: RAW Centauri Weir
Iteration: 39 | Loss: 10.609375 | Current Suffix: Ronaldo Centauri Weir
Iteration: 40 | Loss: 10.59375 | Current Suffix:SB Centauri Weir
Iteration: 41 | Loss: 10.6328125 | Current Suffix:SPA Centauri Weir
